hemma,borta,hemmamal,bortamal,publik,domare,datum,sasong
Norrköping,Brynäs,5,1,3 400,Rolf Arnshed,1974-09-29,1974
Malmö,Örebro,3,0,4 800,Åke Bennermo,1974-09-29,1974
Halmstad,Landskrona,0,0,3 316,Sven Jonsson,1974-09-29,1974
Gais,Åtvidaberg,3,1,5 088,Erik Axelryd,1974-09-29,1974
Elfsborg,Hammarby,5,2,5 757,Leif Ekfeldt,1974-09-29,1974
Djurgården,Sirius,3,1,2 579,Erik Fredriksson,1974-09-29,1974
AIK,Gais,0,1,2 671,Ulf Eriksson,1974-10-05,1974
Örebro,Djurgården,3,1,3 521,Sven Jonsson,1974-10-06,1974
Åtvidaberg,Elfsborg,1,1,1 673,Rolf Ericsson,1974-10-06,1974
Sirius,Norrköping,2,1,725,Bert Norman,1974-10-06,1974
Landskrona,Öster,3,0,3 286,Arne Axelsson,1974-10-06,1974
Hammarby,Malmö,0,5,4 819,Bo Sandin,1974-10-06,1974
Brynäs,Halmstad,1,1,611,Göran Lundberg,1974-10-06,1974
Djurgården,Åtvidaberg,2,1,1 582,Sven-Åke Tannerstig,1974-10-19,1974
Öster,Hammarby,5,0,2 421,Erik Fredriksson,1974-10-20,1974
Norrköping,Malmö,3,3,3 052,Wolfgang Samuelsson,1974-10-20,1974
Landskrona,Brynäs,3,2,2 314,Rolf Ericsson,1974-10-20,1974
Halmstad,Elfsborg,1,1,3 098,Åke Bennermo,1974-10-20,1974
Gais,Örebro,2,0,4 359,Bo Lundholm,1974-10-20,1974
AIK,Sirius,0,0,1 954,Rolf Arnshed,1974-10-20,1974
Örebro,Öster,2,5,2 608,Erik Axelryd,1974-10-27,1974
Åtvidaberg,Landskrona,7,2,1 340,Erik Fredriksson,1974-10-27,1974
Sirius,Gais,0,6,512,Sven Jonsson,1974-10-27,1974
Malmö,Djurgården,0,0,8 397,Bertil Lööw,1974-10-27,1974
Hammarby,Halmstad,3,2,1 204,Bo-Lennart Jonasson,1974-10-27,1974
Elfsborg,Norrköping,6,2,4 237,Göran Lundberg,1974-10-27,1974
Brynäs,AIK,1,4,546,Roland Nyström,1974-10-27,1974
Gais,Halmstad,0,1,5 726,Erik Fredriksson,1975-04-13,1975
Hammarby,Öster,1,2,6 984,Arne Axelsson,1975-04-12,1975
Sundsvall,Örgryte,2,1,6 752,Ulf Eriksson,1975-04-13,1975
Landskrona,Åtvidaberg,1,1,3 947,Karl-Gösta Björkman,1975-04-13,1975
Djurgården,Malmö,0,0,3 339,Sven Jonsson,1975-04-13,1975
Öster,Landskrona,0,0,5 976,Bo-Lennart Jonasson,1975-04-20,1975
Örgryte,Hammarby,1,2,4 249,Rolf Arnshed,1975-04-20,1975
Åtvidaberg,Djurgården,0,1,2 692,Erik Axelryd,1975-04-20,1975
Malmö,Gais,2,0,7 098,Rolf Ericsson,1975-04-20,1975
Halmstad,Norrköping,3,3,6 479,Wolfgang Samuelsson,1975-04-20,1975
Elfsborg,Örebro,1,1,5 947,Åke Bennermo,1975-04-20,1975
AIK,Sundsvall,3,0,8 451,Göran Lundberg,1975-04-20,1975
Djurgården,Elfsborg,2,0,3 725,Leif Ekfeldt,1975-04-26,1975
Örebro,Öster,2,0,4 732,Sven-Åke Tannerstig,1975-04-27,1975
Sundsvall,Landskrona,2,2,5 684,Bo Sandin,1975-04-27,1975
Norrköping,Örgryte,1,2,4 099,Jan-Ingemar Svensson,1975-04-27,1975
Malmö,Halmstad,0,0,7 594,Alf Håkansson,1975-04-27,1975
Hammarby,Åtvidaberg,2,2,7 059,Bert Norman,1975-04-27,1975
Gais,AIK,2,1,4 025,Folke Frankenberg,1975-04-27,1975
Örebro,AIK,1,2,8 233,Lars-Åke Björck,1975-05-01,1975
Norrköping,Elfsborg,3,0,4 998,Bo Lundholm,1975-05-01,1975
Öster,Sundsvall,5,0,4 105,Sven-Erik Bergstrand,1975-05-04,1975
Örgryte,Örebro,3,1,3 645,Arne Axelsson,1975-05-04,1975
Åtvidaberg,Malmö,1,1,2 616,Erik Fredriksson,1975-05-04,1975
Landskrona,Hammarby,1,0,3 934,Sven Jonsson,1975-05-04,1975
Halmstad,Djurgården,0,1,6 059,Torsten Gustavsson,1975-05-04,1975
Elfsborg,Gais,2,1,6 333,Roland Nyström,1975-05-04,1975
AIK,Norrköping,3,1,8 415,Allan Leijonhud,1975-05-04,1975
Öster,Örgryte,4,0,5 535,Bo Lundholm,1975-05-11,1975
Örebro,Malmö,0,0,6 636,Karl-Gösta Björkman,1975-05-11,1975
Sundsvall,Halmstad,1,1,5 438,Rolf Ericsson,1975-05-11,1975
Norrköping,Djurgården,1,0,5 626,Lars-Åke Björck,1975-05-11,1975
Landskrona,AIK,1,2,6 254,Ulf Eriksson,1975-05-11,1975
Hammarby,Elfsborg,2,1,5 545,Wolfgang Samuelsson,1975-05-11,1975
Gais,Åtvidaberg,0,1,6 667,Åke Bennermo,1975-05-11,1975
Djurgården,Gais,4,0,4 560,Alf Håkansson,1975-05-14,1975
Örgryte,Landskrona,0,1,3 691,Bert Norman,1975-05-15,1975
Åtvidaberg,Öster,0,1,3 879,Rolf Arnshed,1975-05-15,1975
Malmö,Norrköping,2,0,10 370,Göran Lundberg,1975-05-15,1975
Halmstad,Örebro,0,1,4 302,Leif Ekfeldt,1975-05-15,1975
Elfsborg,Sundsvall,2,0,6 631,Folke Frankenberg,1975-05-15,1975
AIK,Hammarby,4,1,28 835,Erik Axelryd,1975-05-15,1975
AIK,Halmstad,1,0,6 850,Bo Sandin,1975-05-20,1975
Öster,Djurgården,2,2,6 175,Erik Fredriksson,1975-05-22,1975
Örgryte,Malmö,0,1,4 693,Bo-Lennart Jonasson,1975-05-22,1975
Åtvidaberg,Elfsborg,2,0,1 624,Allan Leijonhud,1975-05-22,1975
Sundsvall,Örebro,0,1,4 304,Sven Jonsson,1975-05-22,1975
Landskrona,Gais,0,0,2 647,Arne Axelsson,1975-05-22,1975
Hammarby,Norrköping,2,0,4 836,Åke Persson,1975-05-22,1975
Örebro,Åtvidaberg,3,0,6 640,Bo Lundholm,1975-05-25,1975
Norrköping,Sundsvall,4,1,4 448,Leif Ekfeldt,1975-05-25,1975
Malmö,Öster,2,0,17 600,Lars-Åke Björck,1975-05-25,1975
Halmstad,Örgryte,0,0,4 610,Roland Nyström,1975-05-25,1975
Gais,Hammarby,3,1,5 593,Sven-Åke Tannerstig,1975-05-25,1975
Elfsborg,AIK,2,1,9 243,Bert Norman,1975-05-25,1975
Djurgården,Landskrona,0,2,5 417,Göran Lundberg,1975-05-25,1975
Hammarby,Sundsvall,0,0,4 451,Karl-Gösta Björkman,1975-05-28,1975
Öster,Norrköping,3,0,4 869,Wolfgang Samuelsson,1975-05-29,1975
Örgryte,Gais,1,2,16 719,Erik Axelryd,1975-05-29,1975
Åtvidaberg,Halmstad,1,0,1 647,Sven Jonsson,1975-05-29,1975
Landskrona,Örebro,2,1,4 341,Roland Nyström,1975-05-29,1975
Elfsborg,Malmö,1,2,9 813,Bo Sandin,1975-05-29,1975
AIK,Djurgården,1,2,40 669,Bo-Lennart Jonasson,1975-05-29,1975
Örebro,Hammarby,2,1,5 654,Torsten Gustavsson,1975-06-08,1975
Sundsvall,Åtvidaberg,0,2,5 495,Bo-Lennart Jonasson,1975-06-08,1975
Norrköping,Landskrona,2,4,4 536,Erik Fredriksson,1975-06-08,1975
Malmö,AIK,1,0,19 842,Arne Axelsson,1975-06-08,1975
Halmstad,Elfsborg,0,2,5 778,Sven-Åke Tannerstig,1975-06-08,1975
Gais,Öster,0,2,6 195,Ulf Eriksson,1975-06-08,1975
Djurgården,Örgryte,3,1,4 163,Sven-Erik Bergstrand,1975-06-08,1975
Öster,Halmstad,3,0,4 895,Åke Bennermo,1975-06-12,1975
Örgryte,Elfsborg,2,0,4 262,Sven Jonsson,1975-06-12,1975
Örebro,Norrköping,1,1,5 787,Karl-Gösta Björkman,1975-06-12,1975
Åtvidaberg,AIK,0,2,3 451,Åke Persson,1975-06-12,1975
Sundsvall,Gais,0,0,4 006,Bo Lundholm,1975-06-12,1975
Landskrona,Malmö,0,5,17 696,Rolf Ericsson,1975-06-12,1975
Hammarby,Djurgården,1,2,20 327,Ulf Eriksson,1975-06-12,1975
Djurgården,Sundsvall,2,1,3 849,Wolfgang Samuelsson,1975-06-16,1975
Norrköping,Åtvidaberg,1,1,9 335,Ulf Eriksson,1975-06-17,1975
Malmö,Hammarby,2,2,11 044,Sven Jonsson,1975-06-17,1975
Halmstad,Landskrona,1,2,4 246,Lars-Åke Björck,1975-06-17,1975
Gais,Örebro,0,4,4 606,Jan-Ingemar Svensson,1975-06-17,1975
Elfsborg,Öster,1,6,8 768,Erik Axelryd,1975-06-17,1975
AIK,Örgryte,1,1,5 754,Karl-Gösta Björkman,1975-06-17,1975
Öster,AIK,0,1,12 063,Roland Nyström,1975-06-24,1975
Örgryte,Åtvidaberg,1,1,4 696,Wolfgang Samuelsson,1975-06-24,1975
Örebro,Djurgården,0,0,7 459,Arne Axelsson,1975-06-24,1975
Sundsvall,Malmö,0,2,6 239,Göran Lundberg,1975-06-24,1975
Norrköping,Gais,4,0,4 431,Bo-Lennart Jonasson,1975-06-24,1975
Landskrona,Elfsborg,1,1,4 568,Torsten Gustavsson,1975-06-24,1975
Hammarby,Halmstad,1,1,6 541,Lars-Åke Björck,1975-06-24,1975
Åtvidaberg,Örgryte,0,2,2 610,Rolf Ericsson,1975-07-02,1975
Malmö,Sundsvall,4,1,9 645,Åke Persson,1975-07-02,1975
Halmstad,Hammarby,2,0,6 568,Allan Leijonhud,1975-07-02,1975
Gais,Norrköping,1,1,5 112,Alf Håkansson,1975-07-02,1975
Elfsborg,Landskrona,1,1,6 417,Arne Axelsson,1975-07-02,1975
Djurgården,Örebro,1,0,5 174,Lars-Åke Björck,1975-07-02,1975
AIK,Öster,2,4,8 332,Erik Fredriksson,1975-07-03,1975
Malmö,Örgryte,5,2,8 019,Sven-Åke Tannerstig,1975-07-30,1975
Örebro,Sundsvall,3,1,4 680,Sven-Erik Bergstrand,1975-07-31,1975
Norrköping,Hammarby,4,2,5 297,Bert Norman,1975-07-31,1975
Halmstad,AIK,2,1,7 205,Arne Axelsson,1975-07-31,1975
Gais,Landskrona,3,1,4 305,Sven Jonsson,1975-07-31,1975
Elfsborg,Åtvidaberg,1,2,6 694,Göran Lundberg,1975-07-31,1975
Djurgården,Öster,3,2,8 383,Bo Sandin,1975-07-31,1975
Hammarby,Gais,3,1,5 540,Roland Nyström,1975-08-05,1975
Örgryte,Halmstad,2,1,4 970,Karl-Gösta Björkman,1975-08-07,1975
Åtvidaberg,Örebro,2,0,2 100,Erik Axelryd,1975-08-07,1975
Sundsvall,Norrköping,3,2,4 136,Åke Bennermo,1975-08-07,1975
Landskrona,Djurgården,1,1,4 256,Erik Fredriksson,1975-08-07,1975
AIK,Elfsborg,3,0,3 809,Ulf Eriksson,1975-08-07,1975
Öster,Malmö,0,2,14 272,Arne Axelsson,1975-08-08,1975
Örgryte,Öster,1,3,5 282,Rolf Ericsson,1975-08-17,1975
Åtvidaberg,Gais,2,2,2 939,Torsten Gustavsson,1975-08-17,1975
Malmö,Örebro,1,1,7 261,Bo Lundholm,1975-08-17,1975
Halmstad,Sundsvall,5,0,4 130,Bo-Lennart Jonasson,1975-08-17,1975
Elfsborg,Hammarby,2,2,5 713,Åke Persson,1975-08-17,1975
AIK,Landskrona,2,2,4 533,Folke Frankenberg,1975-08-17,1975
Djurgården,Norrköping,1,2,7 873,Sven Jonsson,1975-08-18,1975
Öster,Åtvidaberg,5,1,4 281,Bert Norman,1975-08-21,1975
Örebro,Halmstad,1,1,6 661,Göran Lundberg,1975-08-21,1975
Sundsvall,Elfsborg,2,0,6 369,Sven-Åke Tannerstig,1975-08-21,1975
Norrköping,Malmö,3,2,13 382,Lars-Åke Björck,1975-08-21,1975
Landskrona,Örgryte,0,0,3 950,Allan Leijonhud,1975-08-21,1975
Hammarby,AIK,1,0,18 339,Erik Fredriksson,1975-08-21,1975
Gais,Djurgården,1,2,6 031,Wolfgang Samuelsson,1975-08-21,1975
AIK,Åtvidaberg,1,2,5 463,Jan-Ingemar Svensson,1975-08-26,1975
Malmö,Landskrona,3,0,25 077,Ulf Eriksson,1975-08-27,1975
Norrköping,Örebro,1,3,9 414,Sven-Åke Tannerstig,1975-08-28,1975
Halmstad,Öster,2,4,9 703,Sven-Erik Bergstrand,1975-08-28,1975
Gais,Sundsvall,1,0,5 773,Erik Axelryd,1975-08-28,1975
Elfsborg,Örgryte,2,1,8 484,Bo Sandin,1975-08-28,1975
Djurgården,Hammarby,3,2,24 145,Lars-Åke Björck,1975-08-28,1975
Öster,Elfsborg,2,2,5 201,Lars-Åke Björck,1975-09-07,1975
Örgryte,AIK,1,4,5 074,Arne Axelsson,1975-09-07,1975
Örebro,Gais,1,1,6 081,Allan Leijonhud,1975-09-07,1975
Åtvidaberg,Norrköping,2,4,8 853,Alf Håkansson,1975-09-07,1975
Sundsvall,Djurgården,2,1,3 381,Karl-Gösta Björkman,1975-09-07,1975
Landskrona,Halmstad,1,1,5 076,Bert Norman,1975-09-07,1975
Hammarby,Malmö,0,2,12 306,Folke Frankenberg,1975-09-07,1975
Gais,Örgryte,1,1,11 754,Åke Bennermo,1975-09-11,1975
Djurgården,AIK,0,0,28 693,Erik Axelryd,1975-09-11,1975
Örebro,Landskrona,1,2,5 212,Torsten Gustavsson,1975-09-14,1975
Sundsvall,Hammarby,2,2,5 019,Sven Jonsson,1975-09-14,1975
Norrköping,Öster,0,3,7 530,Bo Lundholm,1975-09-14,1975
Malmö,Elfsborg,2,0,6 582,Wolfgang Samuelsson,1975-09-14,1975
Halmstad,Åtvidaberg,1,2,3 723,Folke Frankenberg,1975-09-14,1975
Hammarby,Örebro,4,1,4 428,Erik Fredriksson,1975-09-20,1975
Öster,Gais,1,1,4 032,Sven Jonsson,1975-09-21,1975
Örgryte,Djurgården,0,0,2 908,Göran Lundberg,1975-09-21,1975
Åtvidaberg,Sundsvall,4,1,1 948,Lars-Åke Björck,1975-09-21,1975
Landskrona,Norrköping,0,0,3 653,Rolf Ericsson,1975-09-21,1975
Elfsborg,Halmstad,4,1,6 380,Roland Nyström,1975-09-21,1975
AIK,Malmö,1,2,6 652,Bo-Lennart Jonasson,1975-09-21,1975
Sundsvall,AIK,0,1,3 242,Alf Håkansson,1975-09-27,1975
Hammarby,Örgryte,3,0,5 133,Bo Sandin,1975-09-27,1975
Örebro,Elfsborg,2,2,3 822,Rolf Ericsson,1975-09-28,1975
Norrköping,Halmstad,2,2,2 925,Erik Axelryd,1975-09-28,1975
Landskrona,Öster,2,2,3 069,Göran Lundberg,1975-09-28,1975
Gais,Malmö,2,0,6 079,Sven-Åke Tannerstig,1975-09-28,1975
Djurgården,Åtvidaberg,2,0,2 339,Åke Persson,1975-09-28,1975
Öster,Hammarby,4,0,4 485,Ulf Eriksson,1975-10-05,1975
Örgryte,Sundsvall,2,2,2 889,Bo Lundholm,1975-10-05,1975
Åtvidaberg,Landskrona,0,3,1 933,Rolf Ericsson,1975-10-05,1975
Malmö,Djurgården,4,1,14 283,Erik Fredriksson,1975-10-05,1975
Halmstad,Gais,1,0,4 431,Arne Axelsson,1975-10-05,1975
Elfsborg,Norrköping,4,1,5 881,Karl-Gösta Björkman,1975-10-05,1975
AIK,Örebro,1,1,2 535,Göran Lundberg,1975-10-05,1975
Sundsvall,Öster,0,4,1 389,Roland Nyström,1975-10-18,1975
Malmö,Åtvidaberg,3,0,4 742,Rolf Ericsson,1975-10-18,1975
Djurgården,Halmstad,0,0,1 565,Jan-Ingemar Svensson,1975-10-18,1975
Örebro,Örgryte,1,4,3 127,Bo-Lennart Jonasson,1975-10-19,1975
Norrköping,AIK,2,2,3 684,Sven Jonsson,1975-10-19,1975
Hammarby,Landskrona,3,0,2 918,Sven-Erik Bergstrand,1975-10-19,1975
Gais,Elfsborg,1,2,7 562,Erik Axelryd,1975-10-19,1975
Öster,Örebro,4,1,2 265,Erik Axelryd,1975-10-26,1975
Örgryte,Norrköping,2,1,5 552,Erik Fredriksson,1975-10-26,1975
Åtvidaberg,Hammarby,2,1,1 878,Göran Lundberg,1975-10-26,1975
Landskrona,Sundsvall,2,0,2 119,Wolfgang Samuelsson,1975-10-26,1975
Halmstad,Malmö,2,3,7 371,Ulf Eriksson,1975-10-26,1975
Elfsborg,Djurgården,2,2,4 573,Karl-Gösta Björkman,1975-10-26,1975
AIK,Gais,3,1,2 193,Roland Nyström,1975-10-26,1975
Örgryte,Åtvidaberg,1,3,NA,NA,1976-04-11,1976
Norrköping,Malmö,1,1,7 508,NA,1976-04-11,1976
Landskrona,Kalmar,1,2,5 626,NA,1976-04-11,1976
AIK,IFK Sundsvall,1,3,6 821,NA,1976-04-11,1976
Öster,Halmstad,3,0,1 980,NA,1976-04-14,1976
Hammarby,Elfsborg,0,0,4 202,NA,1976-04-14,1976
Åtvidaberg,Hammarby,0,1,2 917,NA,1976-04-19,1976
IFK Sundsvall,Örgryte,1,0,6 628,NA,1976-04-19,1976
Malmö,Örebro,0,0,8 925,NA,1976-04-19,1976
Kalmar,AIK,3,3,12 582,NA,1976-04-19,1976
Halmstad,Norrköping,2,1,5 505,NA,1976-04-19,1976
Elfsborg,Öster,0,2,7 757,NA,1976-04-19,1976
Djurgården,Landskrona,0,1,4 589,NA,1976-04-19,1976
AIK,Åtvidaberg,2,3,2 829,NA,1976-04-22,1976
Öster,Djurgården,2,2,5 166,NA,1976-04-24,1976
Örebro,IFK Sundsvall,0,2,4 911,NA,1976-04-24,1976
Norrköping,Kalmar,2,1,6 093,NA,1976-04-24,1976
Landskrona,Örgryte,3,2,3 111,NA,1976-04-24,1976
Hammarby,Malmö,3,0,7 588,NA,1976-04-24,1976
Elfsborg,Halmstad,0,3,5 305,NA,1976-04-24,1976
Örgryte,AIK,0,0,4 959,NA,1976-05-02,1976
Åtvidaberg,Elfsborg,3,0,1 328,NA,1976-05-02,1976
IFK Sundsvall,Landskrona,1,1,7 500,NA,1976-05-02,1976
Malmö,Öster,1,1,12 286,NA,1976-05-02,1976
Kalmar,Örebro,1,1,6 831,NA,1976-05-02,1976
Halmstad,Hammarby,3,0,6 330,NA,1976-05-02,1976
Djurgården,Norrköping,2,1,5 363,NA,1976-05-02,1976
Öster,IFK Sundsvall,0,2,7 337,NA,1976-05-06,1976
Norrköping,Örgryte,3,0,4 358,NA,1976-05-06,1976
Landskrona,Åtvidaberg,1,1,4 180,NA,1976-05-06,1976
Hammarby,Kalmar,0,0,9 530,NA,1976-05-06,1976
Halmstad,Malmö,1,1,10 948,NA,1976-05-06,1976
Elfsborg,Djurgården,2,2,5 105,NA,1976-05-06,1976
Örebro,AIK,1,1,5 662,NA,1976-05-09,1976
Djurgården,Hammarby,0,3,19 714,NA,1976-05-13,1976
Örgryte,Örebro,1,2,4 442,NA,1976-05-16,1976
